Class Index,Title,Description
2,michael reiziger out with shoulder injury,middlesbrough aug 24 sw  michael reiziger will be sidelined for the coming six to eight weeks the player dislocated his shoulder a few weeks ago and is unable to play on
1,quarter million chinese flee typhoon,typhoon aere made landfall in southeastern china wednesday after killing five people and flooding taiwan the bbc reported the storm system packing winds of 86 mph and gusts
1,occupation army invades nablus detains leader of al aqsa group,the israeli occupation army yesterday renewed its invasion of nablus city to the north of the west bank and imposed curfew while the israeli military vehicles were deployed intensively in several areas of the city
1,guantanamo detainee visits with parents,an australian detainee being arraigned wednesday before a us military commission on charges of attempted murder and aiding al qaeda met with his parents their first visit together in five years
1,hungarian prime minister resigns pre empting ouster afp,afp  hungarian prime minister peter medgyessy resigned pre empting a move by his ruling socialist party to oust him in a no confidence vote in parliament next month
3,olympic gold s price  36 12 bln for athens reuters,reuters  the athens olympics will cost a total of almost 10 billion euros  36 12 09 billion  more than double the original target pushing greece s budget gap well above eu limits finance ministry sources said on wednesday
1,militants threaten turkish hostages lives ap,ap  militants in iraq are threatening to kill two turkish hostages if their company does not withdraw from the country within three days turkish media reported wednesday
4,sardine migration one of nature s great wonders reuters,reuters  once a year the normally tranquil waters off south africa s balmy east coast bubble as billions of sardines migrate north with sharks and dolphins in hot pursuit
4,ad watchdog warns microsoft to get the facts,linux 10 times more expensive u k standards body says company s get the facts ad campaign may be misleading
3,virgin plans china mobile service,virgin boss sir richard branson has said the group is in talks with a chinese company over setting up a mobile phone service in mainland china
3,ca shareholders reject compensation proposal,computer associates shareholders have defeated a stockholder proposal calling for current and former executives to return bonuses based on restated results the company said
3,stocks up on conflicting economic reports,stocks inched higher in quiet trading wednesday as a pair of government reports offered conflicting signals about the economy and oil prices declined
3,second quarter server sales grow 8,economic worries notwithstanding the server market continued to grow at a healthy clip in the second quarter according to research firm gartner
3,brokerage unit saps h amp r block but will it be sold,a day after h amp r block inc  hrb n quote profile research reported its first quarter loss some analysts wondered if the largest us tax preparation firm would consider selling its brokerage business
3,applebee 39 s olympics ate our sales,applebee 39 s international inc shares fell more than 4 percent wednesday after the restaurant company reported weak august sales and said it expects the olympics will hurt sales for the first week of september
4,windows xp service pack 2 comes complete with errors,microsoft began rolling out sp2 last week claiming that the software offers the latest security  39 innovations  39 fixes several major security holes and provides new protective features
4,docomo motorola to build foma gsm handset,increasing ntt docomo 39 s reach outside japan the japanese carrier has partnered with motorola to build a 3g foma phone that also does gsm gprs
4,sheepish portraits can calm woolly nerves,london  british scientists have found a seemingly unlikely way to soothe anxious sheep a report said on wednesday  by showing them photographs of other sheep
4,tiny telescope spots giant planet,a tiny telescope has spotted a giant planet circling a faraway star using a technique that could open a new phase of planetary discovery according to scientists
4,jibjab is free for you and me,ludlow music dropped its demands that jibjab a small web animation site stop using woody guthrie 39 s quot this land is your land quot in a satirical flash cartoon
2,japan win baseball bronze,japan 39 s all professional team have overpowered newcomers canada 11 2 to win the olympic baseball bronze medal restoring some of their pride following a shock 1 0 semi final loss to australia
2,don 39 t do the math in the hamm controversy,if everybody always agreed with me there wouldn 39 t be any sense in writing a column so in the true olympic spirit it 39 s your turn
2,van grunsven wins sixth equestrian medal,anky van grunsven of the netherlands successfully defended her olympic title wednesday by winning the individual dressage competition
1,thatcher 39 s son arrested over coup plot claims,mark thatcher the son of the former prime minister baroness thatcher has been arrested at his home in cape town  south african authorities say he has been detained by police investigating an alleged coup attempt in equatorial guinea
1,passengers face more delays,british airways has cancelled four domestic flights as the effects of yesterday 39 s problems continued to disrupt operations from heathrow
1,israeli fm praises french fight against anti semitism,israeli foreign minister sylvan shalom said here wednesday that he was confident french authorities are making every effort to fight against anti semitism
1,pm shujaat tenders resignation federal cabinet dissolved,islamabad prime minister chaudhry shujaat has resigned from his office and the federal cabinet has also been dissolved the national assembly will elect the leader of the house on friday while the new prime minister will take oath on saturday
4,instant messaging on rise at work and mobile,instant messaging on rise at work and mobile instant message use in the workplace and on mobile phones and personal digital assistants pdas is on the rise according to a new survey from america online inc the second annual survey on instant messaging use in america released today by the world s
4,riaa cheers college music deals pc world,pc world  penn state cornell university among those offering paid download services to students
1,britain to deploy fighter planes to afghanistan afp,afp  britain said it would deploy six royal air force harrier jets to afghanistan the first time it has sent combat planes to the country following the fall of the taliban regime
4,server sales continue to soar ziff davis,ziff davis  according to gartner worldwide server revenue increased in the second quarter by 7 7 percent over the year ago period  and server shipments jumped 24 5 percent
2,gardner unable to defend his olympic title,athens reuters  u s heavyweight rulon gardner lost his olympic title wednesday after being beaten in the semi final stage of the 120kg greco roman wrestling event by georgiy tsurtsumia of kazakhstan
3,spokane diocese files for bankruptcy,by becoming only the third diocese nationally to seek shelter in bankruptcy court the roman catholic diocese of spokane is hoping the court will help provide a clearer picture of its financial liability in mounting sex abuse lawsuits and goad its
3,singapore air sets $7 35 bln boeing order,singapore chicago reuters  singapore airlines ltd  lt a href= http  www investor reuters com fullquote aspx ticker=sial si target= stocks quickinfo fullquote gt sial si lt a gt plans to buy up to 31 boeing co  lt a href= http  www investor reuters com fullquote aspx ticker=ba n target= stocks quickinfo fullquote gt ba n lt a gt long range 777 300er planes worth about $7 35 billion the carrier said on wednesday
2,sick serbians bow out in volleyball,athens reuters  reigning champions serbia and montenegro hit by a virus were eliminated from the men s olympic volleyball tournament wednesday in an outstanding match with russia
3,gambro sells us clinics business,gambro the swedish medical technology group controlled by the wallenberg family on tuesday confirmed the sale of its us dialysis clinics business to davita and also unveiled
1,churches snap up passion dvds,makers of the passion of the christ are tempting us churches with bulk orders says the new york times
3,a small cap for any market,the market may be stuck in neutral but your portfolio doesn t have to be
1,iraq s leading shiite cleric looks to broker deal with rebels,grand ayatollah ali al sistani returned after surgery raising hopes that the rebellion led by moktada al sadr would be resolved
3,jury rules wtc attacks were two events silverstein may recover 2x lt b gt lt b gt,the second of three scheduled trials to determine the amount of the recovery for the destruction of the world trade center 39 s twin towers ended in a victory for master lease holder silverstein properties and its head larry silverstein
4,hollywood battles dvd chip makers,hollywood has made legal moves against two chip makers in its bid to combat dvd piracy
4,us cracks down on spam mountain,john ashcroft the attorney general of the us is expected to announce on thursday dozens of lawsuits against alleged spammers following a low key campaign against the practise across the us
4,microsoft pulls out of un talks,in an e mail message sent monday to two officials of the un standards group dave welsh a microsoft program manager wrote  quot microsoft regularly evaluates its standards participation and its
1,bad hair day for sir mark,first the son of former prime minister margaret thatcher was caught in his pyjamas when police raided his cape town home then he was robbed in a holding cell while waiting to be charged with helping finance a foiled coup attempt in equatorial guinea
1,italian troops to stay on in iraq despite hostage ultimatum,the italian government said tuesday it would maintain its 3 000 troops in iraq despite an ultimatum from a radical muslim group holding an italian journalist and demanding that rome withdraw its forces within 48 hours
2,bills qb losman to have surgery on leg ap,ap  buffalo bills rookie quarterback j p losman will have surgery thursday to repair the left leg he broke in practice
1,nigerian senate orders shell unit to pay ap,ap  nigeria s senate has ordered a subsidiary of petroleum giant royal dutch shell to pay a nigerian ethnic group  36 1 5 billion for oil spills in their homelands but the legislative body can t enforce the resolution an official said wednesday
1,australian taliban charged at us military tribunal after meeting family afp,afp  a us military tribunal charged australian taliban fighter david hicks with warcrimes after he was allowed to meet his family for the first time in five years
1,report iraqi official s in law abducted ap,ap  militants said wednesday they had kidnapped the brother in law of iraqi defense minister hazem shaalan and demanded he end all military operations in the holy city of najaf according to a video al jazeera television reported the authenticity of the video could not immediately be verified
2,accreditation team criticizes u of ill  ap,ap  a panel from the association that accredits the university of illinois chastised the school wednesday for failing to resolve the long standing controversy over its american indian mascot which supporters argue is an honored tradition and others say is racially offensive
1,edwards stumps in democratic stronghold ap,ap  vice presidential candidate john edwards on wednesday sought to assure black supporters that he and john kerry have fought for this community our entire lives  151 and would continue doing so  151 on a day devoted to reaching out to the base in the democratic stronghold of northeast ohio
3,gm pulls jack flash corvette ad,detroit reuters  protests from seven safety groups prompted general motors corp to pull a television ad that shows a young boy driving a corvette sports car so recklessly that it goes airborne officials of the automaker said on wednesday
3,boeing and airbus clash,the us and the eu have agreed to hold further talks in order to avoid legal action in the trade dispute over government support for airbus and boeing
3,canada bank banknorth talk $2b deal,canada 39 s toronto dominion bank said wednesday it is in talks with us based banknorth group about a possible deal while a published report said the two parties are in advanced negotiations that could lead to a $2
3,williams sonoma delivers value,if you received a cool catalog in the mail recently most likely it came from one of the companies under the umbrella of williams sonoma nyse wsm
3,boston scientific gets fda balloon ok,medical device company boston scientific corp said wednesday the food and drug administration granted the company us marketing clearance for its peripheral cutting balloon microsurgical dilation device to improve blood flow to diseased kidneys
3,investors pull out of homebuilder stocks,investors pulled out of homebuilder stocks on wednesday after a pair of economic reports on the pace of home sales indicated the once hot market might be cooling
3,smucker spreads it on thick,the latest earnings report from jam specialist jm smucker nyse sjm heralds quot record first quarter results quot read carefully though
3,beer shows its quot metal quot,early 2000 we took a look at beermeister miller as it prepared to take some of its nice cold frosty brew doggies out of their traditional glass bottles and aluminum
4,key windows update fully rolls out,computer giant microsoft has fully rolled out its crucial security update to computers running its windows xp last week it quot soft launched quot service pack 2 sp2 security update making it available for some
4,motorola docomo team for 3g handsets,motorola and ntt docomo plan to target japanese business travelers with a new 3g handset next spring that will run on w cdma and gsm networks
4,update 8 justice dept cracks down internet crime,the justice department on wednesday shut down a network allegedly used to illegally share copyrighted music movies software and games and separately has embarked a nationwide campaign against purveyors of e mail quot spam
4,semiconductor sales booming in 2004,worldwide semiconductor sales will reach us $226 billion in 2004 a 27 4 percent increase from 2003 according to the latest prediction from gartner
4,ws i tackles web services attachments,standards body the web services interoperability organization or ws i on tuesday published updated standards compliance guidelines for applications that use file attachments
4,hollywood battles dvd chip makers,the motion picture association of america 39 s mpaa campaign against movie piracy has taken another turn after it confirmed it was suing two chip makers
2,one dream inspires el guerrouj,throughout the chilly moroccan winter one dream burned bright for hicham el guerrouj as he trained in the thin air of the atlas mountains
2,fridman  39 my dream has come true 39,gal fridman today added a glorious chapter to israels tragic olympic history and sent a nation into delirious bewilderment by winning their first ever gold medal
2,bayley wins keirin gold medal capping australia 39 s golden show,australia 39 s ryan bayley won the men 39 s keirin final wednesday becoming the only cyclist to win two individual gold medals at the athens games
2,athletics she 39 s the bahamas 39 darling,athens  tonique williams darling has claimed the bahamas 39 first individual athletics gold by blasting to the women 39 s 400m title
2,argentina continues to stifle will play for gold,rgentina swept aside italy 3 0 yesterday in athens to advance to the final of the olympic men 39 s soccer tournament without conceding a goal in five games
2,nato says  39 so far so good 39 on olympic security,brussels  nato remains on alert to protect the olympics from extremists even if no incidents have occurred and the perceived threat remains low as the games move into their last few days an official said
2,not normal routine for gymnastics,the gymnastics competition at the 2004 olympic games produced some extraordinary performances but ultimately was overshadowed by judging controversies that pitted nation against
1,son of  39 iron lady 39 a coup plotter,former british pm margaret thatcher 39 s son arrested in south africa for possible connection to alleged coup plot after numerous rumors and allegations linking him to a plan to overthrow the leader of oil rich
1,sistani returns as us forces trap mehdi army,iraq 39 s shi 39 a spiritual leader rushed back from abroad on wednesday to quot save najaf quot after american forces smashed militia defences to trap hundreds of supporters of rebel cleric moqtada al sadr in the city 39 s shrine
1,2 more nations report polio cases,cases of polio have been found in mali and guinea bringing to 12 the number of african countries recently reinfected by an ongoing polio epidemic in nigeria
1,pakistan 39 s caretaker pm resigns,pakistan 39 s interim prime minister chaudhry shaujaat hussain has announced his resignation paving the way for his successor shauket aziz
1,washington ignores north 39 s verbal attacks,washington shrugged off harsh verbal attacks from north korea against us president george w bush saying that the insults would not hinder efforts to end nuclear crisis on the peninsula
1,who official seeks more money for bird flu,the world 39 s wealthier nations must contribute more money and intellectual power to fighting bird flu or risk a worldwide epidemic that spreads to people a vietnam based official from the world health organization who warned wednesday
1,israelis to expand west bank settlements,description israeli prime minister ariel sharon says he is committed to dismantling jewish settlements in gaza but israel says it will continue to expand jewish settlements in the west bank and cites the tacit approval of the bush administration
1,ba services  39 back to normal 39,british airways today said it had resumed normal service for most of its operations as it reduced the number of cancelled flights to four
1,pakistan pm makes way for aziz,pakistan  39 s caretaker prime minister has resigned and his cabinet dissolved in a formality to allow the finance minister to take over as head of the government
4,fuji readies 16x dvds pc world,pc world  fuji joins the fray of makers of 16x dvd media with scheduled fall release
2,hurt leopold off u s team at world cup ap,ap  jordan leopold of the calgary flames pulled out of the world cup on wednesday because of a concussion the third key defenseman lost by the defending champion united states
4,super earth discovered at nearby star space com,space com  in a discovery that has left one expert stunned european astronomers have  found one of the smallest planets known outside our solar system a world about  14 times the mass of our own around a star much like the sun
1,u s overcomes cuban jamming of broadcasts ap,ap  the bush administration has successfully overcome cuban jamming of u s government radio and television broadcasts through transmission from a military aircraft the state department said monday
4,sky capture how nasa will bring genesis down to earth space com,space com  an experienced team of pilots engineers and scientists are relying on a reinforced skydiving parachute and a helicopter s hook to safely return the first samples from space since the apollo era
3,omnivision s no flash in the pan,the specialty chip maker predicts a lean transition quarter but it plans a rebound in 2005
2,prosecutors seize medical files of greek sprint stars,prosecutors seize the hospital records of two greek sprinting stars who withdrew from the olympics after they missed a doping test and were involved in a suspicious motorcycle accident
4,door open for silicon replacement,a breakthrough in the way scientists make crystals could lead to a replacement for silicon in chips for devices
4,card fraud prevention pays off,fraud on uk credit cards has fallen  but identity fraud is on the up a survey from analysts datamonitor finds
3,europeans investigate microsoft 39 s intentions,the european commission announced wednesday it will extend an antitrust investigation of a move by microsoft and time warner to take control of technology that could help the music and movie industries fight piracy
4,windows xp sp2 has a dangerous hole,windows xp service pack 2 promises to raise the security bar for the sometimes beleaguered operating system unfortunately one of the new features could be spoofed so that it reports misleading information
4,tiny telescope spots new jupiter sized planet,washington  astronomers have used a network of small telescopes to discover a planet circling a far off star  quot this discovery demonstrates that even humble telescopes can make huge contributions to planet
4,ad claimed linux 10 times more expensive than windows,los angeles cbs mw  a microsoft advertisement claiming that the linux operating system is much more expensive to operate than its own windows was found to be misleading by the a uk regulator on wednesday
4,real sells 1 million songs in first week of promotion,realnetworks says it sold a million songs in the first week of its 49 cent per track promotion the digital media firm also signed agreements with the university of california at berkeley and
2,liverpool progresses to champions league monaco inter advance,four time champion liverpool progressed to soccer 39 s champions league 2 1 on aggregate overcoming a 1 0 home defeat to ak graz in the second leg of qualifying
4,justice dept cracks down on internet crime,moving against internet crime the justice department on wednesday disrupted a network allegedly used to illegally share copyrighted files and was engaged in a series of arrests against purveyors of e mail spam  lt font face= verdana ms sans serif arial helvetica size= 2 color= 666666 gt lt b gt ap lt b gt lt font gt
4,music industry sues 744 more for file sharing,the trade group representing the u s music industry has filed a new round of lawsuits against 744 people it alleges used online file sharing networks to illegally trade in copyrighted materials it said on wednesday  lt font face= verdana ms sans serif arial helvetica size= 2 color= 666666 gt lt b gt reuters lt b gt lt font gt
4,squeezing out monkey clones,researchers who once dismissed another team s cloning method used the disputed process to create monkey embryos by kristen philipkoski
4,smallest earth like planet seen,european scientists have discovered what they describe as the smallest earth like planet orbiting a star outside of our solar system
4,door open for silicon replacement,a breakthrough in the way scientists make crystals could lead to a replacement for silicon in electronic devices
4,site bars black box voting head,a politically progressive website at the forefront of discussions about electronic voting machines and election irregularities is barring black box voting founder bev harris from posting to its site by joanna glasner
4,open source developers focus on accessibility,kde s developers unveil plans to make things easier for people with disabilities through their linux desktop software
4,briefly ws i tackles web services attachments,roundup plus newspaper sites take up paid search ads  microsoft iptv to woo swiss test group  sony speeds up memory stick cards  real touts one week 1 million songs
4,ws i tackles web services attachments,standards body publishes three technical compliance guidlines regarding how attached files exchange data
4,amazon to sell at t s net phone service,second such partnership in one week underscores the importance of voip in ma bell s long term plans
4,justice department cracks down on spammers,it disrupted a network allegedly used to illegally share copyrighted files and is making a series of arrests against purveyors of spam
4,china s inbreeding pandas to be given more space reuters,reuters  china is trying to stop its pandas rebounding from the brink of extinction from inbreeding by building them a giant safari park xinhua news agency said on wednesday
4,us military spy satellites need more coordination reuters,reuters  u s troops increasingly rely on data collected by satellites but the intelligence and military communities lack a process for coordinating which technologies to fund an air force official said on tuesday
4,roads go wild get safer,no street signs no crosswalks no accidents surprise making driving seem more dangerous could make it safer by tom mcnichol from wired magazine
1,japan s hot springs sullied by scandal ap,ap  for at least four centuries the rust colored waters that bubble out of the mountainside behind the ikaho shrine have been as good as gold to this little spa village shared by dozens of inns the spring waters are among the most venerable in the country
1,hurricane charley leaves cuba $1 billion bill,havana reuters  hurricane charley caused more than $1 billion in damage to havana and its surrounding provinces when it roared through western cuba on aug 13 killing four people  a leader of the ruling communist party said on wednesday
1,intel unit members faulted in iraq abuse,washington  twenty seven members of an intelligence unit at abu ghraib prison either requested or condoned certain abuses of iraqi prisoners there an army investigation found we discovered serious misconduct and a loss of moral values  said gen
1,stocks up on conflicting economic reports,new york  stocks inched higher in quiet trading wednesday as a pair of government reports offered conflicting signals about the economy and oil prices declined despite the modest rise in share prices investors have been in no hurry to commit new money to stocks
4,video feeds follow podcasting,just as people currently use newsreaders to read syndicated text from blogs and news sites a few hackers are creating applications that let users view syndicated video feeds think of it as tivocasting by daniel terdiman
3,atlanta fed chief sees respectable us job growth,atlanta federal reserve president jack guynn said on wednesday he expected quot respectable quot us job growth in the coming months
3,singapore air signs $7 billion boeing deal,singapore singapore airlines asia 39 s fourth largest carrier said on wednesday that it had chosen boeing to supply as many as 31 new long range jetliners a deal that could be worth more than $7 billion to the us aerospace company
3,sprint mediacom agreement could lead to wireless reseller deal,sprint corp announced a multiyear agreement with the countrys eighth largest cable operator mediacom communications corp  enabling mediacom to provide telephony services in nearly all of its markets currently covering 2 7 million homes in 23 states
4,global server sales up in second quarter,global sales of servers powerful computers used by large companies rose 7 7 percent in the second quarter to $11 55 billion 6 4 billion pounds as demand for information technology remained strong after a three year downturn
4,fuji readies 16x dvds,fuji photo film better known by its fujifilm brand name will begin selling 16x dvdr media and double layer dvdr media later this year
4,report us leads in spam production,the united states tops the quot dirty dozen quot list of spam producing countries released by security firm sophos  quot the problem is that there is so much money to be made with spam and it is very
4,custom system builders intel price cuts move processor sweet spot,system builders say intel 39 s latest price cuts will help them clear out old inventory and should move the sweet spot of the company 39 s processor lineup to the 3ghz pentium 4 from the 2 8ghz pentium 4 after
2,sam kellerman  foxsports com posted 2 minutes ago,i confess that i am a complete ignoramus when it comes to women 39 s beach volleyball in fact i know only one thing about the sport  that it is the supreme aesthetic experience available on planet earth
2,countdown to spa,as the f1 circus leaves hungary in eastern europe the build up begins to f1s eagerly awaited return to the great spa francorchamps circuit in belgium this weekend
1,iran 39 s supreme leader warns us about najaf siege,iran 39 s supreme leader ayatollah ali khamenei says the united states is facing what he called quot decades of hatred quot in the islamic world because of the us led military siege in the iraqi shi 39 ite holy city of najaf
1,the semantics of israeli occupation,every few months an israeli official creates a public relations nightmare for government spokesmen by simply pointing out the obvious
3,h r block files one away,declining mortgage margins sink the tax preparation specialist s first quarter
4,second career for old robot art,a german art group reprograms old assembly line robots to become autonomous artists the machines draw spin tunes and dance in public the group wants to show that the industrial beasts can create beauty by david cohn
4,open source makes noise,developers forum looks at linux for the disabled also microsoft chided for ad campaign
4,microsoft wraps up mom 2005 management tool,microsoft corp on wednesday said it has finished work on microsoft operations manager mom 2005 a major update to its mom 2000 performance management software
1,italian transport minister in call to unions over alitalia crisis afp,afp  italian transport minister pietro lunardi urged trade unions to cooperate in efforts to end the crisis at alitalia warning that the government had already done all it could
4,florida e vote study debunked,statisticians release an analysis debunking a previous berkeley study that said president bush received more votes than he should have in florida counties that used touch screen voting machines by kim zetter
1,nigerian senate orders shell to pay 1 5 billion dollar compensation afp,afp  the nigerian senate has ordered anglo dutch oil giant shell to pay 1 5 billion dollars 1 2 billion euros compensation for damages caused by nearly 60 years of exploration in the niger delta a senate document said
4,sunlight to fuel hydrogen future,solar power these days comes from cells that turn light into electricity but researchers are now working on materials that can crank out hydrogen by john gartner
1,seeking a sleeping giant los angeles times,los angeles times  bamian afghanistan  8212 archeologist zemaryalai tarzi can barely bring himself to look at the ravaged cliff face where two ancient buddhas towered until the taliban infamously blasted them to bits
1,plans to expand settlements spark anger ap,ap  the recent announcement of plans to add more than 1 800 housing units to west bank settlements may have sparked world anger but on the ground it s just business as usual the fact is  151 settlement building never stopped
3,civilian aircraft keep us factories busy in july afp,afp  roaring demand for civilian planes added thrust to the us manufacturing sector in july government figures showed an encouraging sign for factories
3,dollar shrugs off overvalued u s housing,new york reuters  the dollar so far has brushed off signs the u s property market could be overheating as house prices keep rising quickly and consumer demand stays robust
2,basketball u s  russia brazil in semifinals,athens reuters  the unbeaten u s women s basketball team cruised to another victory wednesday pummeling greece 102 72 to advance to the olympic semifinals where it will meet russia
2,top seed federer handed tough opener at u s open,new york reuters  world number one roger federer faces a stern test in the first round of the u s open after being pitted against spaniard albert costa in wednesday s draw
3,shell increases 2004 spending in europe,london  royal dutch shell group on wednesday announced a $150 million increase in the amount of money it will spend in 2004 on exploration and production in europe bringing the total to $1
3,possible bank merger banknorth td bank are in talks,canada 39 s td bank financial group says it 39 s discussing a quot possible transaction quot with portland maine based banknorth group
3,fda oks boston scientific cutting balloon,boston scientific corp  bsx n quote profile research said on wednesday it received us regulatory approval for a device to treat complications that arise in patients with end stage kidney disease who need dialysis
3,h amp r block files one away,one quarterly earnings report cannot make or break a company sure it can provide a fair depiction of a company 39 s current state of affairs but by definition it is a backward looking tool
3,civilian aircraft keep us factories busy in july,washington  roaring demand for civilian planes added thrust to the us manufacturing sector in july government figures showed an encouraging sign for factories
3,northwest sues sabre over contract,northwest airlines corp said wednesday it is suing sabre travel network for breach of contract in a minnesota district court the airline alleges the unit of sabre holdings corp
3,stocks stick close to the flatline,the dow jones industrial average is down four points at ten thousand 94 decliners on the new york stock exchange hold a narrow lead over advancers
3,microsoft releases mom 2005 to manufacturing,microsoft on wednesday reached another milestone in its multiyear dynamic systems initiative when it released to manufacturing the latest version of its microsoft operations manager
3,toll brothers 39 profit soars 56,huntingdon valley pa  dow jones ap toll brothers inc wednesday said profit for its latest quarter surged 56 percent as demand for new luxury homes remained strong
3,tcs shares close at 16 premium on debut,mr ratan tata chairman tata consultancy services ltd and mr s ramadorai managing director look at the tcs shares being listed on the national stock exchange in mumbai on wednesday
3,citigroup resets $1 18 billion credit for cinram international,citigroup inc refinanced a $1 18 billion credit facility for cinram international inc  the world 39 s second biggest maker of digital video disks that will reduce the company 39 s borrowing costs the company said
4,justice dept cracks down internet crime,washington aug 25 2004  federal agents seized computers and software wednesday as part of an investigation targeting an internet network used to illegally share copyrighted music movies software and games attorney general john ashcroft said
4,gartner sees solid server sales,global revenue from server sales climbed to $11 5 billion in the second quarter according to new data from gartner this represents a 7 7 percent revenue increase over the same period last year the market researcher said wednesday
4,new technique to advance semiconductors,in an advance that could lead to lighter spacecraft and smarter cars researchers have developed a new technique for producing a high quality semiconductor that 39 s much more resistant to extreme conditions than the silicon found in most of today 39 s
4,under fire ca pledges to right its ship,facing palatable shareholder anger top executives of computer associates international pledged wednesday to add 150 new employees to aid its channel efforts and to overcome distractions created by the accounting scandal that continues to haunt the company
4,39 super earth like 39 planet discovered,paris  european astronomers announced wednesday the discovery of what they say is the smallest known planet orbiting a star other than our sun
4,best software overhauls act,best software launched this week an overhaul of its act contact management software adding to the product line a second version with more scalability and advanced functionality
4,ws i addresses web services attachments interoperability,the web services interoperability organization ws i on tuesday announced three new profiles have been published as quot final material quot basic profile 1 1 attachments profile 1 0 and simple soap binding profile 1 0
4,webcam worm watches from afar,a new version of an old computer worm has a nasty twist anti virus firm sophos warned on monday the rbot gr worm can use webcams attached to infected computers to spy on users
2,athletics champion of champions,quot hee sham hee sham hee sham quot they called pressing flesh against the chest high fence that separates the champions from the hordes in the belly of the olympic stadium
2,record run gives american joanna hayes hurdles gold,joanna hayes of the united states stamped her authority on a chaotic olympic 100 meters hurdles competition when she blazed to the gold medal in a games record 12
2,isinbayeva cleared high five,olympic pole vault champion yelena isinbayeva said today she cleared five metres in training earlier this year under competition conditions nine centimetres more than the world record she set in winning gold in athens
1,hicks fronts military commission,david hicks the australian accused of fighting with the taliban appeared before a us military commission panel overnight with defence lawyers challenging the impartiality of one panel member once praised for quot tracking and killing quot taliban fighters
1,bali bombers may be brought here,the australian government may try to bring those behind the bali bombings to australia for trial if they avoid jail time in indonesia
1,new polio cases reported in sudan,global health officials say war torn sudan is one of three sub saharan african countries reporting new cases of polio the new polio virus is believed to the same strain registered in a major outbreak in northern nigeria
1,rebels lift blockade warn of more,maoists rebels have lifted a blockade that cut nepal 39 s capital kathmandu off from the rest of the country for a week in a statement released tuesday however the rebels warned the
3,former enron executive will pay $1 49 million,enron corp  39 s former director of investor relations has agreed to pay $1 49 million to settle fraud charges related to the bankrupt energy company us securities regulators said on wednesday
4,can you live with windows xp sp2,service pack 2 sp2 for microsoft windows xp is expected to start showing up on many more desktops today wednesday 8 25  as microsoft starts to deliver it to xp professional users who have automatic updates turned on as well as via windows update
4,it 39 s out there somewhere,astronomers are claiming to have found a quot super earth quot orbiting a star some 50 light years away they say the finding could significantly boost the hunt for worlds beyond our solar system
4,briefly music promoter offers concert downloads,music promoter the mean fiddler has signed a deal with universal records that will let fans download live tracks from bands who are playing at events such as the reading festival
4,vonage doubles its money,broadband internet telephony company vonage raised $105 million in its latest round of funding which will be used to expand its reach in the united states and internationally
2,athens olympics 2003  hayes captures bizarre 100 meter hurdles lt b gt lt b gt,as the american sliced to victory in tuesday night 39 s final of the women 39 s 100 meter hurdles at the athens olympics a crash early in the race had taken out two of her main rivals
2,israeli dedicates first gold to munich victims,israel 39 s first olympic gold medallist has dedicated his victory to his 11 countrymen killed in the munich massacre of 1972 vowing he would visit their memorial to show them his medal
2,brazilians win gold at the beach,athens greece sports network  brazil 39 s ricardo sanos and emanuel rego won their country 39 s first ever gold medal in men 39 s beach volleyball wednesday night with a straight set victory over javier bosma and pablo herrera of spain
1,ba 39 asyir transferred to cipinang formal charges expected in days,investigators submitted the case file on cleric abu bakar ba 39 asyir to prosecutors on wednesday paving the way for his trial on charges of involvement in a string of terrorist attacks across the country
1,netherlands panel suggests turkey eu talks ap,ap  an influential dutch advisory body said wednesday that islam was not a bar to membership in the european union and recommended the organization open talks with turkey while insisting ankara do more to meet eu human rights standards
2,bryant prosecutors question defense dna evidence reuters,reuters  prosecutors in the rape case against u s basketball star kobe bryant are questioning the validity of dna evidence crucial to the defense s case saying data appeared to have been manipulated and might have to be thrown out
1,wiesel urges swift action in sudan danny glover arrested at sudanese embassy afp,afp  nobel peace prize laureate elie wiesel urged the international community to take swift action to end the humanitarian crisis in sudan s embattled darfur region
1,ridge convention security measures solid ap,ap  homeland security secretary tom ridge said wednesday that security measures for the republican national convention are as strong and well coordinated as officials have had for any event
2,a low key olympic return for marion jones,athens reuters  triple champion marion jones made a low key return to olympic competition wednesday by successfully qualifying for friday s women s long jump final
3,india wins $77m steel investment,australia s largest steelmaker bluescope is to build three manufacturing plants in india as part of an ongoing expansion across asia
2,dirrell boosts american title hopes in boxing,athens reuters  middleweight andre dirrell boosted the united states slim hopes of winning an olympic boxing title by booking a place in the semi finals with a narrow victory over cuba s yordani despaigne wednesday
2,awesome halkia stuns sad pittman in hurdles,athens reuters  greek sensation fani halkia blitzed to gold in the olympic women s 400 meters hurdles on wednesday to confirm her meteoric rise in the world elite
1,iraqi killed on march to najaf,at least one person is killed apparently heeding a top iraqi cleric s call to march on najaf where a stand off continues
1,man shot dead in canada stand off,police shoot and kill an armed man who had taken a woman hostage in a dramatic stand off in the canadian city of toronto
2,m jones advances,american marion jones advances to the final of the long jump in her first appearance of the athens olympics but allen johnson exits the second round of the 110 meter hurdles
1,ridge reviews security in n y  declaring we are prepared,the homeland security secretary today inspected arrangements for the republican convention that starts next week
